vessel_id,vessel_type,scheduled_arrival,actual_arrival,departure_time,berth_id,gross_tonnage,length_overall_m
VSL115194,Tanker,2023-01-09 02:00:00,2023-01-09 04:00:00,2023-01-11 23:00:00,14,108740,383
VSL115195,Container,2023-01-09 03:00:00,2023-01-09 06:00:00,2023-01-10 18:00:00,18,53276,314
VSL115196,Bulk,2023-01-09 04:00:00,2023-01-09 05:00:00,2023-01-10 15:00:00,17,75562,323
VSL115197,Bulk,2023-01-09 05:00:00,2023-01-09 16:00:00,2023-01-10 20:00:00,9,57745,192
VSL115198,Bulk,2023-01-09 06:00:00,2023-01-09 07:00:00,2023-01-11 15:00:00,20,125494,362
VSL115199,Bulk,2023-01-09 07:00:00,2023-01-09 12:00:00,2023-01-11 09:00:00,13,165827,346
VSL115200,Container,2023-01-09 08:00:00,2023-01-09 13:00:00,2023-01-11 08:00:00,10,174723,306
VSL115201,Tanker,2023-01-09 09:00:00,2023-01-09 11:00:00,2023-01-11 03:00:00,15,155918,206
VSL115202,Bulk,2023-01-09 10:00:00,2023-01-09 17:00:00,2023-01-10 16:00:00,11,135528,383
VSL115203,Container,2023-01-09 11:00:00,2023-01-09 22:00:00,2023-01-10 22:00:00,24,105091,304
VSL115204,Tanker,2023-01-09 12:00:00,2023-01-09 14:00:00,2023-01-12 09:00:00,2,71932,168
VSL115205,Container,2023-01-09 13:00:00,2023-01-09 14:00:00,2023-01-11 12:00:00,24,150698,343
VSL115206,Container,2023-01-09 14:00:00,2023-01-09 18:00:00,2023-01-12 04:00:00,11,147997,366
VSL115207,Bulk,2023-01-09 15:00:00,2023-01-09 21:00:00,2023-01-10 19:00:00,2,109761,295
VSL115208,Bulk,2023-01-09 16:00:00,2023-01-09 16:00:00,2023-01-10 16:00:00,9,35018,320
VSL115209,Tanker,2023-01-09 17:00:00,2023-01-09 18:00:00,2023-01-10 23:00:00,8,159065,344
VSL115210,Tanker,2023-01-09 18:00:00,2023-01-09 19:00:00,2023-01-12 17:00:00,2,21716,307
VSL115211,Bulk,2023-01-09 19:00:00,2023-01-10 02:00:00,2023-01-11 20:00:00,6,106612,398
VSL115212,Container,2023-01-09 20:00:00,2023-01-10 05:00:00,2023-01-11 19:00:00,21,89821,333
VSL115213,Bulk,2023-01-09 21:00:00,2023-01-10 02:00:00,2023-01-12 20:00:00,2,105849,348
VSL115214,Tanker,2023-01-09 22:00:00,2023-01-10 01:00:00,2023-01-11 14:00:00,8,80735,151
VSL115215,Container,2023-01-09 23:00:00,2023-01-10 02:00:00,2023-01-11 02:00:00,1,26328,300
VSL115216,Container,2023-01-10 00:00:00,2023-01-10 04:00:00,2023-01-11 15:00:00,24,72682,374
VSL115217,Container,2023-01-10 01:00:00,2023-01-10 03:00:00,2023-01-12 12:00:00,22,67168,250
VSL115218,Bulk,2023-01-10 02:00:00,2023-01-10 13:00:00,2023-01-11 06:00:00,6,133725,183
VSL115219,Bulk,2023-01-10 03:00:00,2023-01-10 06:00:00,2023-01-11 07:00:00,1,103469,182
VSL115220,Tanker,2023-01-10 04:00:00,2023-01-10 15:00:00,2023-01-12 22:00:00,14,81415,204
VSL115221,Container,2023-01-10 05:00:00,2023-01-10 08:00:00,2023-01-13 02:00:00,21,26402,369
VSL115222,Container,2023-01-10 06:00:00,2023-01-10 12:00:00,2023-01-11 22:00:00,23,172532,355
VSL115223,Bulk,2023-01-10 07:00:00,2023-01-10 13:00:00,2023-01-12 23:00:00,4,96201,204
VSL115224,Tanker,2023-01-10 08:00:00,2023-01-10 08:00:00,2023-01-12 04:00:00,20,152785,358
VSL115225,Tanker,2023-01-10 09:00:00,2023-01-10 20:00:00,2023-01-12 14:00:00,16,161287,352
VSL115226,Container,2023-01-10 10:00:00,2023-01-10 12:00:00,2023-01-12 18:00:00,3,34977,321
VSL115227,Bulk,2023-01-10 11:00:00,2023-01-10 19:00:00,2023-01-13 07:00:00,24,129130,272
VSL115228,Container,2023-01-10 12:00:00,2023-01-10 17:00:00,2023-01-12 10:00:00,5,75939,373
VSL115229,Bulk,2023-01-10 13:00:00,2023-01-10 18:00:00,2023-01-13 06:00:00,14,34727,316
VSL115230,Tanker,2023-01-10 14:00:00,2023-01-10 17:00:00,2023-01-12 18:00:00,12,67928,168
VSL115231,Container,2023-01-10 15:00:00,2023-01-11 00:00:00,2023-01-13 08:00:00,6,97154,264
VSL115232,Container,2023-01-10 16:00:00,2023-01-11 00:00:00,2023-01-13 06:00:00,14,177769,152
VSL115233,Container,2023-01-10 17:00:00,2023-01-11 04:00:00,2023-01-13 06:00:00,19,141795,167
VSL115234,Tanker,2023-01-10 18:00:00,2023-01-10 20:00:00,2023-01-12 00:00:00,1,154893,391
VSL115235,Container,2023-01-10 19:00:00,2023-01-11 02:00:00,2023-01-13 07:00:00,24,22124,274
VSL115236,Tanker,2023-01-10 20:00:00,2023-01-11 01:00:00,2023-01-12 02:00:00,8,82864,392
VSL115237,Bulk,2023-01-10 21:00:00,2023-01-11 08:00:00,2023-01-12 11:00:00,23,59442,226
VSL115238,Tanker,2023-01-10 22:00:00,2023-01-10 23:00:00,2023-01-13 02:00:00,7,168018,346
VSL115239,Bulk,2023-01-10 23:00:00,2023-01-11 01:00:00,2023-01-12 08:00:00,20,50794,353
VSL115240,Tanker,2023-01-11 00:00:00,2023-01-11 00:00:00,2023-01-12 19:00:00,12,136213,326
VSL115241,Tanker,2023-01-11 01:00:00,2023-01-11 03:00:00,2023-01-13 21:00:00,10,48302,300
VSL115242,Container,2023-01-11 02:00:00,2023-01-11 05:00:00,2023-01-12 10:00:00,6,83741,360
VSL115243,Tanker,2023-01-11 03:00:00,2023-01-11 08:00:00,2023-01-12 08:00:00,6,137207,231
VSL115244,Container,2023-01-11 04:00:00,2023-01-11 13:00:00,2023-01-12 23:00:00,13,159583,297
VSL115245,Bulk,2023-01-11 05:00:00,2023-01-11 11:00:00,2023-01-13 01:00:00,13,120611,291
VSL115246,Bulk,2023-01-11 06:00:00,2023-01-11 08:00:00,2023-01-12 12:00:00,8,104868,316
VSL115247,Container,2023-01-11 07:00:00,2023-01-11 17:00:00,2023-01-13 20:00:00,17,120100,179
VSL115248,Bulk,2023-01-11 08:00:00,2023-01-11 14:00:00,2023-01-14 07:00:00,16,42687,341
VSL115249,Tanker,2023-01-11 09:00:00,2023-01-11 12:00:00,2023-01-13 18:00:00,22,131977,211
VSL115250,Container,2023-01-11 10:00:00,2023-01-11 10:00:00,2023-01-14 08:00:00,18,89046,300
VSL115251,Container,2023-01-11 11:00:00,2023-01-11 11:00:00,2023-01-12 13:00:00,5,46257,165
VSL115252,Container,2023-01-11 12:00:00,2023-01-11 19:00:00,2023-01-14 08:00:00,9,134149,395
VSL115253,Bulk,2023-01-11 13:00:00,2023-01-11 22:00:00,2023-01-13 05:00:00,17,95613,271
VSL115254,Bulk,2023-01-11 14:00:00,2023-01-11 20:00:00,2023-01-14 08:00:00,6,70080,210
VSL115255,Tanker,2023-01-11 15:00:00,2023-01-11 18:00:00,2023-01-12 16:00:00,21,68877,214
VSL115256,Tanker,2023-01-11 16:00:00,2023-01-11 16:00:00,2023-01-14 09:00:00,5,108873,354
VSL115257,Container,2023-01-11 17:00:00,2023-01-11 22:00:00,2023-01-13 04:00:00,11,97024,308
VSL115258,Tanker,2023-01-11 18:00:00,2023-01-12 04:00:00,2023-01-13 06:00:00,14,32848,346
VSL115259,Bulk,2023-01-11 19:00:00,2023-01-12 06:00:00,2023-01-14 08:00:00,3,126301,198
VSL115260,Tanker,2023-01-11 20:00:00,2023-01-12 06:00:00,2023-01-14 07:00:00,18,96989,320
VSL115261,Bulk,2023-01-11 21:00:00,2023-01-12 06:00:00,2023-01-13 08:00:00,23,35356,266
VSL115262,Tanker,2023-01-11 22:00:00,2023-01-12 04:00:00,2023-01-14 00:00:00,15,71052,224
VSL115263,Bulk,2023-01-11 23:00:00,2023-01-12 04:00:00,2023-01-14 00:00:00,19,94513,356
VSL115264,Bulk,2023-01-12 00:00:00,2023-01-12 11:00:00,2023-01-14 22:00:00,14,166591,393
VSL115265,Tanker,2023-01-12 01:00:00,2023-01-12 06:00:00,2023-01-14 16:00:00,19,32859,392
VSL115266,Tanker,2023-01-12 02:00:00,2023-01-12 09:00:00,2023-01-13 06:00:00,18,160879,337
VSL115267,Bulk,2023-01-12 03:00:00,2023-01-12 08:00:00,2023-01-14 10:00:00,4,92695,323
VSL115268,Container,2023-01-12 04:00:00,2023-01-12 05:00:00,2023-01-14 15:00:00,8,157370,164
VSL115269,Tanker,2023-01-12 05:00:00,2023-01-12 11:00:00,2023-01-15 01:00:00,20,116455,198
VSL115270,Bulk,2023-01-12 06:00:00,2023-01-12 15:00:00,2023-01-14 19:00:00,4,104997,372
VSL115271,Tanker,2023-01-12 07:00:00,2023-01-12 10:00:00,2023-01-13 22:00:00,12,177545,202
VSL115272,Tanker,2023-01-12 08:00:00,2023-01-12 18:00:00,2023-01-13 17:00:00,6,79510,154
VSL115273,Tanker,2023-01-12 09:00:00,2023-01-12 19:00:00,2023-01-14 21:00:00,9,68486,284
VSL115274,Tanker,2023-01-12 10:00:00,2023-01-12 12:00:00,2023-01-14 00:00:00,3,133323,170
VSL115275,Tanker,2023-01-12 11:00:00,2023-01-12 18:00:00,2023-01-13 21:00:00,7,63782,193
VSL115276,Container,2023-01-12 12:00:00,2023-01-12 21:00:00,2023-01-13 20:00:00,14,148966,365
VSL115277,Container,2023-01-12 13:00:00,2023-01-13 00:00:00,2023-01-14 06:00:00,20,135202,276
VSL115278,Container,2023-01-12 14:00:00,2023-01-13 01:00:00,2023-01-14 22:00:00,15,56313,342
VSL115279,Bulk,2023-01-12 15:00:00,2023-01-12 19:00:00,2023-01-13 23:00:00,12,147066,339
VSL115280,Container,2023-01-12 16:00:00,2023-01-12 19:00:00,2023-01-15 08:00:00,23,122447,324
VSL115281,Container,2023-01-12 17:00:00,2023-01-13 03:00:00,2023-01-14 07:00:00,4,174277,306
VSL115282,Bulk,2023-01-12 18:00:00,2023-01-12 21:00:00,2023-01-15 05:00:00,6,136480,212
VSL115283,Container,2023-01-12 19:00:00,2023-01-12 23:00:00,2023-01-15 06:00:00,3,170304,262
VSL115284,Tanker,2023-01-12 20:00:00,2023-01-13 07:00:00,2023-01-13 20:00:00,4,32752,301
VSL115285,Container,2023-01-12 21:00:00,2023-01-13 00:00:00,2023-01-15 00:00:00,5,139135,325
VSL115286,Container,2023-01-12 22:00:00,2023-01-13 00:00:00,2023-01-15 06:00:00,7,42824,282
VSL115287,Container,2023-01-12 23:00:00,2023-01-13 02:00:00,2023-01-13 23:00:00,14,69911,236
VSL115288,Tanker,2023-01-13 00:00:00,2023-01-13 09:00:00,2023-01-14 05:00:00,17,132375,299
VSL115289,Tanker,2023-01-13 01:00:00,2023-01-13 05:00:00,2023-01-14 11:00:00,8,156356,271
VSL115290,Tanker,2023-01-13 02:00:00,2023-01-13 13:00:00,2023-01-16 01:00:00,6,153723,150
VSL115291,Tanker,2023-01-13 03:00:00,2023-01-13 04:00:00,2023-01-15 05:00:00,13,166275,177
VSL115292,Bulk,2023-01-13 04:00:00,2023-01-13 10:00:00,2023-01-14 08:00:00,8,146183,379
VSL115293,Tanker,2023-01-13 05:00:00,2023-01-13 09:00:00,2023-01-14 14:00:00,24,84866,347
VSL115294,Tanker,2023-01-13 06:00:00,2023-01-13 14:00:00,2023-01-15 09:00:00,9,124289,373
VSL115295,Tanker,2023-01-13 07:00:00,2023-01-13 12:00:00,2023-01-14 22:00:00,20,102999,354
VSL115296,Tanker,2023-01-13 08:00:00,2023-01-13 18:00:00,2023-01-16 02:00:00,19,66920,278
VSL115297,Bulk,2023-01-13 09:00:00,2023-01-13 09:00:00,2023-01-15 10:00:00,13,103829,259
VSL115298,Container,2023-01-13 10:00:00,2023-01-13 18:00:00,2023-01-15 13:00:00,17,142485,399
VSL115299,Container,2023-01-13 11:00:00,2023-01-13 15:00:00,2023-01-15 00:00:00,11,111042,227
VSL115300,Tanker,2023-01-13 12:00:00,2023-01-13 20:00:00,2023-01-15 00:00:00,16,175017,186
VSL115301,Tanker,2023-01-13 13:00:00,2023-01-13 13:00:00,2023-01-14 13:00:00,2,80148,315
VSL115302,Tanker,2023-01-13 14:00:00,2023-01-13 15:00:00,2023-01-16 00:00:00,13,59580,286
VSL115303,Container,2023-01-13 15:00:00,2023-01-13 17:00:00,2023-01-15 05:00:00,10,160534,183
VSL115304,Container,2023-01-13 16:00:00,2023-01-14 03:00:00,2023-01-15 20:00:00,12,139629,320
VSL115305,Tanker,2023-01-13 17:00:00,2023-01-13 21:00:00,2023-01-15 23:00:00,8,171893,209
VSL115306,Container,2023-01-13 18:00:00,2023-01-13 23:00:00,2023-01-15 05:00:00,9,134447,361
VSL115307,Bulk,2023-01-13 19:00:00,2023-01-13 23:00:00,2023-01-14 23:00:00,2,145842,266
VSL115308,Tanker,2023-01-13 20:00:00,2023-01-13 20:00:00,2023-01-16 19:00:00,7,132424,202
VSL115309,Tanker,2023-01-13 21:00:00,2023-01-14 00:00:00,2023-01-16 18:00:00,23,33258,197
VSL115310,Bulk,2023-01-13 22:00:00,2023-01-14 03:00:00,2023-01-16 05:00:00,19,133604,310
VSL115311,Bulk,2023-01-13 23:00:00,2023-01-14 02:00:00,2023-01-15 08:00:00,12,56527,274
VSL115312,Container,2023-01-14 00:00:00,2023-01-14 03:00:00,2023-01-15 04:00:00,16,95270,194
VSL115313,Bulk,2023-01-14 01:00:00,2023-01-14 05:00:00,2023-01-16 03:00:00,20,134485,234
VSL115314,Tanker,2023-01-14 02:00:00,2023-01-14 09:00:00,2023-01-16 16:00:00,15,75886,175
VSL115315,Container,2023-01-14 03:00:00,2023-01-14 07:00:00,2023-01-15 23:00:00,14,93795,380
VSL115316,Bulk,2023-01-14 04:00:00,2023-01-14 10:00:00,2023-01-15 19:00:00,9,141919,286
VSL115317,Container,2023-01-14 05:00:00,2023-01-14 12:00:00,2023-01-16 09:00:00,17,102594,209
VSL115318,Container,2023-01-14 06:00:00,2023-01-14 11:00:00,2023-01-15 20:00:00,19,142552,283
VSL115319,Container,2023-01-14 07:00:00,2023-01-14 12:00:00,2023-01-16 20:00:00,23,168804,242
VSL115320,Container,2023-01-14 08:00:00,2023-01-14 09:00:00,2023-01-15 14:00:00,12,46615,249
VSL115321,Bulk,2023-01-14 09:00:00,2023-01-14 18:00:00,2023-01-16 02:00:00,14,72732,316
VSL115322,Tanker,2023-01-14 10:00:00,2023-01-14 14:00:00,2023-01-16 04:00:00,2,105856,168
VSL115323,Tanker,2023-01-14 11:00:00,2023-01-14 11:00:00,2023-01-16 03:00:00,11,38259,321
VSL115324,Bulk,2023-01-14 12:00:00,2023-01-14 20:00:00,2023-01-16 01:00:00,19,22887,177
VSL115325,Tanker,2023-01-14 13:00:00,2023-01-14 19:00:00,2023-01-17 05:00:00,4,148701,376
VSL115326,Container,2023-01-14 14:00:00,2023-01-14 15:00:00,2023-01-17 13:00:00,1,172336,380
VSL115327,Container,2023-01-14 15:00:00,2023-01-14 20:00:00,2023-01-16 00:00:00,15,153054,263
VSL115328,Container,2023-01-14 16:00:00,2023-01-15 01:00:00,2023-01-16 16:00:00,14,86526,152
VSL115329,Bulk,2023-01-14 17:00:00,2023-01-15 01:00:00,2023-01-17 09:00:00,9,177882,250
VSL115330,Container,2023-01-14 18:00:00,2023-01-15 05:00:00,2023-01-17 13:00:00,19,121575,397
VSL115331,Container,2023-01-14 19:00:00,2023-01-14 23:00:00,2023-01-16 03:00:00,11,116193,291
VSL115332,Bulk,2023-01-14 20:00:00,2023-01-14 22:00:00,2023-01-16 11:00:00,21,122144,164
VSL115333,Container,2023-01-14 21:00:00,2023-01-15 07:00:00,2023-01-17 20:00:00,2,166009,395
VSL115334,Container,2023-01-14 22:00:00,2023-01-15 07:00:00,2023-01-16 21:00:00,24,39206,397
VSL115335,Tanker,2023-01-14 23:00:00,2023-01-15 09:00:00,2023-01-16 19:00:00,5,43704,304
VSL115336,Bulk,2023-01-15 00:00:00,2023-01-15 03:00:00,2023-01-17 09:00:00,18,35950,307
VSL115337,Container,2023-01-15 01:00:00,2023-01-15 03:00:00,2023-01-17 15:00:00,22,165639,362
VSL115338,Container,2023-01-15 02:00:00,2023-01-15 02:00:00,2023-01-16 08:00:00,16,103221,364
VSL115339,Container,2023-01-15 03:00:00,2023-01-15 12:00:00,2023-01-16 09:00:00,12,34090,158
VSL115340,Container,2023-01-15 04:00:00,2023-01-15 14:00:00,2023-01-17 07:00:00,6,137785,220
VSL115341,Tanker,2023-01-15 05:00:00,2023-01-15 11:00:00,2023-01-17 15:00:00,11,24220,194
VSL115342,Tanker,2023-01-15 06:00:00,2023-01-15 13:00:00,2023-01-16 15:00:00,5,167575,337
VSL115343,Tanker,2023-01-15 07:00:00,2023-01-15 08:00:00,2023-01-17 20:00:00,22,77176,211
VSL115344,Tanker,2023-01-15 08:00:00,2023-01-15 15:00:00,2023-01-17 15:00:00,24,24503,272
VSL115345,Bulk,2023-01-15 09:00:00,2023-01-15 20:00:00,2023-01-17 18:00:00,5,111454,375
VSL115346,Container,2023-01-15 10:00:00,2023-01-15 18:00:00,2023-01-17 09:00:00,17,129976,342
VSL115347,Tanker,2023-01-15 11:00:00,2023-01-15 17:00:00,2023-01-18 03:00:00,18,105134,365
VSL115348,Container,2023-01-15 12:00:00,2023-01-15 22:00:00,2023-01-18 10:00:00,9,179667,294
VSL115349,Bulk,2023-01-15 13:00:00,2023-01-15 13:00:00,2023-01-18 10:00:00,11,33005,198
VSL115350,Container,2023-01-15 14:00:00,2023-01-15 17:00:00,2023-01-18 06:00:00,8,65432,150
VSL115351,Container,2023-01-15 15:00:00,2023-01-15 21:00:00,2023-01-16 16:00:00,12,148126,217
VSL115352,Tanker,2023-01-15 16:00:00,2023-01-15 21:00:00,2023-01-18 09:00:00,20,140766,307
VSL115353,Tanker,2023-01-15 17:00:00,2023-01-16 03:00:00,2023-01-16 20:00:00,1,98174,248
VSL115354,Bulk,2023-01-15 18:00:00,2023-01-16 01:00:00,2023-01-16 18:00:00,16,56362,247
VSL115355,Container,2023-01-15 19:00:00,2023-01-16 00:00:00,2023-01-17 16:00:00,8,111609,191
VSL115356,Tanker,2023-01-15 20:00:00,2023-01-16 05:00:00,2023-01-17 06:00:00,17,109448,388
VSL115357,Tanker,2023-01-15 21:00:00,2023-01-16 02:00:00,2023-01-18 20:00:00,9,60416,287
VSL115358,Tanker,2023-01-15 22:00:00,2023-01-16 07:00:00,2023-01-17 08:00:00,10,100406,184
VSL115359,Bulk,2023-01-15 23:00:00,2023-01-16 04:00:00,2023-01-18 19:00:00,9,39717,389
VSL115360,Container,2023-01-16 00:00:00,2023-01-16 06:00:00,2023-01-17 13:00:00,21,77949,171
VSL115361,Tanker,2023-01-16 01:00:00,2023-01-16 05:00:00,2023-01-18 03:00:00,3,101248,168
VSL115362,Container,2023-01-16 02:00:00,2023-01-16 13:00:00,2023-01-18 10:00:00,1,142487,308
VSL115363,Bulk,2023-01-16 03:00:00,2023-01-16 13:00:00,2023-01-18 06:00:00,18,67359,243
VSL115364,Container,2023-01-16 04:00:00,2023-01-16 12:00:00,2023-01-18 02:00:00,21,43913,151
VSL115365,Tanker,2023-01-16 05:00:00,2023-01-16 11:00:00,2023-01-17 13:00:00,18,140649,210
VSL115366,Container,2023-01-16 06:00:00,2023-01-16 06:00:00,2023-01-17 23:00:00,6,160209,186
VSL115367,Container,2023-01-16 07:00:00,2023-01-16 17:00:00,2023-01-19 01:00:00,12,127526,330
VSL115368,Bulk,2023-01-16 08:00:00,2023-01-16 19:00:00,2023-01-18 07:00:00,19,63141,182
VSL115369,Bulk,2023-01-16 09:00:00,2023-01-16 20:00:00,2023-01-18 11:00:00,13,114467,391
VSL115370,Container,2023-01-16 10:00:00,2023-01-16 18:00:00,2023-01-18 20:00:00,23,76128,227
VSL115371,Container,2023-01-16 11:00:00,2023-01-16 21:00:00,2023-01-17 14:00:00,10,163077,174
VSL115372,Container,2023-01-16 12:00:00,2023-01-16 17:00:00,2023-01-18 09:00:00,1,47724,165
VSL115373,Bulk,2023-01-16 13:00:00,2023-01-16 23:00:00,2023-01-17 23:00:00,19,39540,175
VSL115374,Bulk,2023-01-16 14:00:00,2023-01-16 21:00:00,2023-01-17 20:00:00,16,96794,377
VSL115375,Container,2023-01-16 15:00:00,2023-01-16 23:00:00,2023-01-19 07:00:00,4,146531,337
VSL115376,Bulk,2023-01-16 16:00:00,2023-01-17 02:00:00,2023-01-19 04:00:00,22,121263,298
VSL115377,Tanker,2023-01-16 17:00:00,2023-01-17 03:00:00,2023-01-19 02:00:00,3,176616,163
VSL115378,Bulk,2023-01-16 18:00:00,2023-01-16 19:00:00,2023-01-18 05:00:00,4,139355,225
VSL115379,Bulk,2023-01-16 19:00:00,2023-01-16 20:00:00,2023-01-17 22:00:00,11,82285,190
VSL115380,Bulk,2023-01-16 20:00:00,2023-01-17 00:00:00,2023-01-19 16:00:00,5,172159,205
VSL115381,Tanker,2023-01-16 21:00:00,2023-01-17 01:00:00,2023-01-17 22:00:00,15,66499,394
VSL115382,Tanker,2023-01-16 22:00:00,2023-01-17 09:00:00,2023-01-19 20:00:00,4,59451,241
VSL115383,Tanker,2023-01-16 23:00:00,2023-01-17 08:00:00,2023-01-17 23:00:00,19,23359,199
VSL115384,Container,2023-01-17 00:00:00,2023-01-17 09:00:00,2023-01-18 17:00:00,23,20009,315
VSL115385,Container,2023-01-17 01:00:00,2023-01-17 02:00:00,2023-01-18 23:00:00,24,61457,361
VSL115386,Tanker,2023-01-17 02:00:00,2023-01-17 11:00:00,2023-01-19 11:00:00,2,24266,243
VSL115387,Container,2023-01-17 03:00:00,2023-01-17 06:00:00,2023-01-18 06:00:00,10,72279,179
VSL115388,Container,2023-01-17 04:00:00,2023-01-17 12:00:00,2023-01-19 21:00:00,11,139876,258
VSL115389,Container,2023-01-17 05:00:00,2023-01-17 08:00:00,2023-01-20 01:00:00,15,36348,233
VSL115390,Tanker,2023-01-17 06:00:00,2023-01-17 06:00:00,2023-01-19 00:00:00,22,42905,369
VSL115391,Bulk,2023-01-17 07:00:00,2023-01-17 11:00:00,2023-01-19 22:00:00,9,110084,333
VSL115392,Tanker,2023-01-17 08:00:00,2023-01-17 09:00:00,2023-01-20 01:00:00,17,126138,285
VSL115393,Tanker,2023-01-17 09:00:00,2023-01-17 14:00:00,2023-01-20 00:00:00,24,109898,159
VSL115394,Container,2023-01-17 10:00:00,2023-01-17 10:00:00,2023-01-20 02:00:00,6,109429,303
VSL115395,Container,2023-01-17 11:00:00,2023-01-17 17:00:00,2023-01-18 19:00:00,4,158823,195
VSL115396,Bulk,2023-01-17 12:00:00,2023-01-17 18:00:00,2023-01-19 10:00:00,22,72958,281
VSL115397,Bulk,2023-01-17 13:00:00,2023-01-17 16:00:00,2023-01-19 01:00:00,13,110432,398
VSL115398,Bulk,2023-01-17 14:00:00,2023-01-17 22:00:00,2023-01-18 14:00:00,9,30340,153
VSL115399,Bulk,2023-01-17 15:00:00,2023-01-17 17:00:00,2023-01-19 02:00:00,21,141579,374
VSL115400,Tanker,2023-01-17 16:00:00,2023-01-17 20:00:00,2023-01-19 01:00:00,5,33627,339
VSL115401,Bulk,2023-01-17 17:00:00,2023-01-17 21:00:00,2023-01-19 19:00:00,19,67234,235
VSL115402,Tanker,2023-01-17 18:00:00,2023-01-18 01:00:00,2023-01-19 12:00:00,19,143105,276
VSL115403,Container,2023-01-17 19:00:00,2023-01-18 04:00:00,2023-01-20 10:00:00,21,72565,237
VSL115404,Bulk,2023-01-17 20:00:00,2023-01-18 05:00:00,2023-01-20 03:00:00,17,77973,381
VSL115405,Container,2023-01-17 21:00:00,2023-01-18 00:00:00,2023-01-19 18:00:00,7,38427,196
VSL115406,Container,2023-01-17 22:00:00,2023-01-17 22:00:00,2023-01-19 22:00:00,24,154020,381
VSL115407,Tanker,2023-01-17 23:00:00,2023-01-18 09:00:00,2023-01-19 09:00:00,12,174720,371
VSL115408,Bulk,2023-01-18 00:00:00,2023-01-18 04:00:00,2023-01-19 10:00:00,16,60852,297
VSL115409,Tanker,2023-01-18 01:00:00,2023-01-18 01:00:00,2023-01-20 02:00:00,13,77018,322
VSL115410,Container,2023-01-18 02:00:00,2023-01-18 04:00:00,2023-01-19 17:00:00,8,113346,277
VSL115411,Bulk,2023-01-18 03:00:00,2023-01-18 08:00:00,2023-01-20 07:00:00,12,158871,329
VSL115412,Container,2023-01-18 04:00:00,2023-01-18 04:00:00,2023-01-20 09:00:00,17,161983,260
VSL115413,Container,2023-01-18 05:00:00,2023-01-18 14:00:00,2023-01-19 15:00:00,16,24792,340
VSL115414,Bulk,2023-01-18 06:00:00,2023-01-18 08:00:00,2023-01-19 06:00:00,16,146486,187
VSL115415,Bulk,2023-01-18 07:00:00,2023-01-18 13:00:00,2023-01-19 12:00:00,10,26204,396
VSL115416,Bulk,2023-01-18 08:00:00,2023-01-18 09:00:00,2023-01-19 20:00:00,1,173174,334
VSL115417,Tanker,2023-01-18 09:00:00,2023-01-18 14:00:00,2023-01-20 11:00:00,23,174081,215
VSL115418,Tanker,2023-01-18 10:00:00,2023-01-18 16:00:00,2023-01-21 04:00:00,17,83104,252
VSL115419,Container,2023-01-18 11:00:00,2023-01-18 22:00:00,2023-01-20 21:00:00,5,133910,166
VSL115420,Bulk,2023-01-18 12:00:00,2023-01-18 23:00:00,2023-01-20 20:00:00,4,23325,185
VSL115421,Container,2023-01-18 13:00:00,2023-01-18 14:00:00,2023-01-20 02:00:00,3,168448,379
VSL115422,Container,2023-01-18 14:00:00,2023-01-19 00:00:00,2023-01-21 08:00:00,1,106430,231
VSL115423,Container,2023-01-18 15:00:00,2023-01-19 01:00:00,2023-01-21 12:00:00,8,52623,173
VSL115424,Container,2023-01-18 16:00:00,2023-01-18 20:00:00,2023-01-20 13:00:00,19,156780,153
VSL115425,Container,2023-01-18 17:00:00,2023-01-19 02:00:00,2023-01-21 10:00:00,4,175892,336
VSL115426,Bulk,2023-01-18 18:00:00,2023-01-19 05:00:00,2023-01-20 14:00:00,14,157500,305
VSL115427,Tanker,2023-01-18 19:00:00,2023-01-19 04:00:00,2023-01-19 20:00:00,20,179444,304
VSL115428,Bulk,2023-01-18 20:00:00,2023-01-18 20:00:00,2023-01-20 00:00:00,1,159314,355
VSL115429,Bulk,2023-01-18 21:00:00,2023-01-18 23:00:00,2023-01-20 11:00:00,17,30337,398
VSL115430,Bulk,2023-01-18 22:00:00,2023-01-18 22:00:00,2023-01-21 21:00:00,4,136074,158
VSL115431,Tanker,2023-01-18 23:00:00,2023-01-19 10:00:00,2023-01-20 18:00:00,6,150921,153
VSL115432,Tanker,2023-01-19 00:00:00,2023-01-19 02:00:00,2023-01-21 01:00:00,14,137930,287
VSL115433,Tanker,2023-01-19 01:00:00,2023-01-19 04:00:00,2023-01-21 00:00:00,13,150781,164
VSL115434,Bulk,2023-01-19 02:00:00,2023-01-19 13:00:00,2023-01-21 12:00:00,22,65484,334
VSL115435,Tanker,2023-01-19 03:00:00,2023-01-19 14:00:00,2023-01-21 02:00:00,4,116638,152
VSL115436,Container,2023-01-19 04:00:00,2023-01-19 08:00:00,2023-01-21 05:00:00,22,147868,317
VSL115437,Tanker,2023-01-19 05:00:00,2023-01-19 08:00:00,2023-01-21 21:00:00,11,55298,247
VSL115438,Bulk,2023-01-19 06:00:00,2023-01-19 09:00:00,2023-01-21 03:00:00,18,99889,348
VSL115439,Bulk,2023-01-19 07:00:00,2023-01-19 15:00:00,2023-01-21 09:00:00,16,168322,377
VSL115440,Container,2023-01-19 08:00:00,2023-01-19 16:00:00,2023-01-21 02:00:00,4,123518,365
